session,mp_name,constituency.x,days_attended,nature_of_membership,start_of_term,end_of_term,no_of_term,standing_committee_membership,state,constituency.y,political_party,gender,educational_qualifications,educational_qualifications_details,age,debates,private_member_bills,questions,attendance,national_debates_average,national_private_member_bills_average,national_questions_average,national_attendance_average,states_debates_average,states_private_member_bills_average,states_questions_average,states_attendance_average,full_name
13,booranarsaiahgoud,bhongir,9,elected,2014-05-18T00:00:00Z,inoffice,first,labour,telangana,bhongir,telanganarashtrasamithi,male,professionalpostgraduate,msgeneralsurgery,58,55,6,177,0.55,57.5,1.8,231,0.8,33.9,1.4,247,0.69,Boora Narsaiah Goud
13,aloksanjar,bhopal,13,elected,2014-05-18T00:00:00Z,inoffice,first,urbandevelopment,madhyapradesh,bhopal,bharatiyajanataparty,male,professionalgraduate,ballb,54,121,3,332,0.96,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Alok Sanjar
13,profprasannakumarpatasani,bhubaneswar,11,elected,2014-05-18T00:00:00Z,inoffice,fifth,industry,odisha,bhubaneswar,bijujanatadal,male,doctorate,mallbmsciphdhonorarydlittutkaldscswiss;educatedatutkaluniversitybhubaneswarorissamadhusudanlawcollegecuttackorissamaharshiinstituteofcreativeintelligencerishikeshuttarpradeshsheelsburgswitzer,71,35,0,5,0.74,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Prasanna Kumar Patasani
13,bhagwanthkhuba,bidar,13,elected,2014-05-18T00:00:00Z,inoffice,first,foodconsumeraffairs&publicdistribution,karnataka,bidar,bharatiyajanataparty,male,professionalgraduate,bemech,50,15,0,293,0.83,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Bhagwanth Khuba
13,kunwarbhartendrasingh,bijnor,13,elected,2014-05-18T00:00:00Z,inoffice,first,socialjustice&empowerment,uttarpradesh,bijnor,bharatiyajanataparty,male,postgraduate,post-graduate,54,19,0,249,0.9,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Bharatendra Singh
13,lakhanlalsahu,bilaspur,11,elected,2014-05-18T00:00:00Z,inoffice,first,railways,chhattisgarh,bilaspur,bharatiyajanataparty,male,postgraduate,mallb,46,70,0,146,0.88,57.5,1.8,231,0.8,22.8,0.1,171,0.85,Lakhan Lal Sahu
13,satabdiroybanerjee,birbhum,8,elected,2014-05-18T00:00:00Z,inoffice,second,socialjustice&empowerment,westbengal,birbhum,allindiatrinamoolcongress,female,graduate,ba,48,3,0,2,0.74,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Satabdi Roy
13,saumitrakhan,bishnupur,8,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,westbengal,bishnupur,allindiatrinamoolcongress,male,matric,highschool,37,8,0,6,0.66,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Saumitra Khan
13,kalikeshnarayansinghdeo,bolangir,9,elected,2014-05-18T00:00:00Z,inoffice,second,petroleum&naturalgas,odisha,bolangir,bijujanatadal,male,graduate,bahonseconomics;educatedatststepen`scollegedelhiuniversity,43,16,3,388,0.78,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Kalikesh Narayan Singh Deo
13,anupamhazra,bolpur,11,elected,2014-05-18T00:00:00Z,inoffice,first,informationtechnology,westbengal,bolpur,allindiatrinamoolcongress,male,doctorate,phdsocialwork,35,1,0,52,0.88,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Anupam Hazra
13,bholasingh,bulandshahr,12,elected,2014-05-18T00:00:00Z,inoffice,first,foodconsumeraffairs&publicdistribution,uttarpradesh,bulandshahr,bharatiyajanataparty,male,graduate,graduate,40,18,9,124,0.99,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Bhola Singh
13,bholasingh,bulandshahr,12,elected,2014-05-18T00:00:00Z,inoffice,second,petroleum&naturalgas,bihar,begusarai,bharatiyajanataparty,male,doctorate,maphd;educatedatpatnauniversityandlalitnarayanmithilauniversitydarbhangabihar,83,46,0,262,0.86,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Dr Bhola Singh
13,pratapraoganpatraojadhav,buldhana,11,elected,2014-05-18T00:00:00Z,inoffice,second,homeaffairs,maharashtra,buldhana,shivsena,male,undergraduate,ba-ii;educatedatshivajicollegechikhilbuldana,57,47,0,450,0.74,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Jadhav Prataprao Ganpatrao
13,innocent,chalakudy,13,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,kerala,chalakudy,independent,male,undermatric,undermatric,69,23,0,217,0.69,57.5,1.8,231,0.8,117.7,3.4,348,0.78,Innocent
13,rdhruvanarayana,chamrajanagar,8,elected,2014-05-18T00:00:00Z,inoffice,second,chemicals&fertilizers,karnataka,chamrajanagar,indiannationalcongress,male,postgraduate,mscagriculture;educatedatuniversityofagriculturalsciencesbangalore,56,95,2,562,0.85,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Dhruva Narayana Rangaswamy
13,mahendranathpandey,chandauli,9,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,uttarpradesh,chandauli,bharatiyajanataparty,male,doctorate,maphdhindimasterofjournalism,60,50,1,60,0.95,38.5,1.2,152,0.8,57.2,0.9,94,0.88,Mahendra Nath Pandey
13,kirronkher,chandigarh,12,elected,2014-05-18T00:00:00Z,inoffice,first,homeaffairs,chandigarh,chandigarh,bharatiyajanataparty,female,postgraduate,maenglishliterature,65,33,1,249,0.88,57.5,1.8,231,0.8,33,1,249,0.88,Kirron Anupam Kher
13,sunilkumarsingh,chatra,13,elected,2014-05-18T00:00:00Z,inoffice,first,coal&steel,jharkhand,chatra,bharatiyajanataparty,male,professionalpostgraduate,mbamasociology,56,98,19,492,0.89,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Sunil Kumar Singh
13,kondavishweshwarreddy,chelvella,12,elected,2014-05-18T00:00:00Z,inoffice,first,industry,telangana,chelvella,telanganarashtrasamithi,male,professionalgraduate,engineering,57,58,1,186,0.97,57.5,1.8,231,0.8,33.9,1.4,247,0.69,Konda Vishweshwar Reddy
13,srvijaykumar,chennaicentral,6,elected,2014-05-18T00:00:00Z,inoffice,first,railways,tamilnadu,chennaicentral,allindiaannadravidamunnetrakazhagam,male,professionalgraduate,babl,43,57,0,654,0.77,57.5,1.8,231,0.8,39.4,0,340,0.78,S.R. Vijayakumar
13,tgvenkateshbabu,chennainorth,7,elected,2014-05-18T00:00:00Z,inoffice,first,no,tamilnadu,chennainorth,allindiaannadravidamunnetrakazhagam,male,postgraduate,msc,57,57,0,590,0.8,57.5,1.8,231,0.8,39.4,0,340,0.78,T.G. Venkatesh Babu
13,jayakumarjayavardhan,chennaisouth,10,elected,2014-05-18T00:00:00Z,inoffice,first,informationtechnology,tamilnadu,chennaisouth,allindiaannadravidamunnetrakazhagam,male,professionalpostgraduate,mbbsmdgeneralmedicine,30,48,0,553,0.83,57.5,1.8,231,0.8,39.4,0,340,0.78,J. Jayavardhan
13,kamalnath,chhindwara,8,elected,2014-05-18T00:00:00Z,inoffice,ninth,commerce,madhyapradesh,chhindwara,indiannationalcongress,male,graduate,bcom;educatedatstxavier'scollegecalcuttawestbengal,71,0,0,205,0.63,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Kamal Nath
13,ramsinhrathwa,chhotaudaipur,12,elected,2014-05-18T00:00:00Z,inoffice,second,industry,gujarat,chhotaudaipur,bharatiyajanataparty,male,postdiplomacourse,sscdiplomainpaintingpost-diplomaingraphicshort-termtrainingcourseinmuseology;educatedatkawantenglishschoolchhotaudaipurfacultyoffineartsmsuniversitybarodagujaratandnationalmuseumnewdelhi,66,28,0,413,0.89,57.5,1.8,231,0.8,36.2,2,219,0.84,Ramsinhbhai Patalyabhai Rathwa
13,mchandrakasi,chidambaram,10,elected,2014-05-18T00:00:00Z,inoffice,first,energy,tamilnadu,chidambaram,allindiaannadravidamunnetrakazhagam,male,postgraduate,mabachelorinlibrary&informationscience,49,20,0,230,0.77,57.5,1.8,231,0.8,39.4,0,340,0.78,M. Chandrakasi
13,mveerappamoily,chikkballapur,12,elected,2014-05-18T00:00:00Z,inoffice,second,finance,karnataka,chikkballapur,indiannationalcongress,male,professionalgraduate,babl;educatedatgovernmentlawcollegebangalore,78,19,0,10,0.91,57.5,1.8,231,0.8,41.9,0.3,304,0.81,M. Veerappa Moily
13,prakashbhukkeri,chikkodi,5,elected,2014-05-18T00:00:00Z,inoffice,first,waterresources,karnataka,chikkodi,indiannationalcongress,male,inter/highersecondary,sslc,70,11,0,2,0.35,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Prakash Babanna Hukkeri
13,bnchandrappa,chitradurga,7,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,karnataka,chitradurga,indiannationalcongress,male,postgraduate,ma,62,51,0,283,0.88,57.5,1.8,231,0.8,41.9,0.3,304,0.81,B.N. Chandrappa
13,naramallisivaprasad,chittoor,7,elected,2014-05-18T00:00:00Z,inoffice,second,ruraldevelopment,andhrapradesh,chittoor,telugudesamparty,male,professionalgraduate,mbbs;educatedatsvmedicalcollegetirupatichittoorandhrapradesh,66,0,0,47,0.39,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Naramalli Sivaprasad
13,chandraprakashjoshi,chittorgarh,12,elected,2014-05-18T00:00:00Z,inoffice,first,railways,rajasthan,chittorgarh,bharatiyajanataparty,male,graduate,bcom,42,364,4,501,0.96,57.5,1.8,231,0.8,124,3.6,315,0.87,Chandra Prakash Joshi
13,rahulkaswan,churu,13,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,rajasthan,churu,bharatiyajanataparty,male,graduate,bcompgdm,41,111,0,373,0.97,57.5,1.8,231,0.8,124,3.6,315,0.87,Rahul Kaswan
13,pnagarajan,coimbatore,12,elected,2014-05-18T00:00:00Z,inoffice,first,homeaffairs,tamilnadu,coimbatore,allindiaannadravidamunnetrakazhagam,male,professionalgraduate,babl,56,26,0,470,0.79,57.5,1.8,231,0.8,39.4,0,340,0.78,P. Nagarajan
13,parthapratimray,coochbehar,9,elected,2016-11-25T00:00:00Z,inoffice,first,defence,westbengal,coochbehar,allindiatrinamoolcongress,male,postgraduate,mainenglishbedfromuniversityofnorthbengalrajarammohanpursilguridarjeeling,36,4,0,9,0.77,15.5,0.6,69,0.8,8.6,0.1,23,0.66,Partha Pratim Ray
13,aarunmozhithevan,cuddalore,9,elected,2014-05-18T00:00:00Z,inoffice,first,coal&steel,tamilnadu,cuddalore,allindiaannadravidamunnetrakazhagam,male,professionalgraduate,bscbl,49,32,0,446,0.83,57.5,1.8,231,0.8,39.4,0,340,0.78,A. Arunmozhithevan
13,bhartruharimahtab,cuttack,12,elected,2014-05-18T00:00:00Z,inoffice,fifth,finance,odisha,cuttack,bijujanatadal,male,postgraduate,maenglish;educatedatutkaluniversityorissa,60,219,18,456,0.93,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Bhartruhari Mahtab
13,natubhaigomanbhaipatel,dadraandnagarhaveli,10,elected,2014-05-18T00:00:00Z,inoffice,second,homeaffairs,dadraandnagarhaveli,dadraandnagarhaveli,bharatiyajanataparty,male,undermatric,NA,45,0,0,70,0.68,57.5,1.8,231,0.8,0,0,70,0.68,Natubhai Gomanbhai Patel
13,nalinkumarkateel,dakshinakannada,10,elected,2014-05-18T00:00:00Z,inoffice,second,agriculture,karnataka,dakshinakannada,bharatiyajanataparty,male,matric,educatedatstphilomeaiahigherschoolputtartwdkdisttkarnataka,51,42,0,542,0.93,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Nalin Kumar Kateel
13,lalubhaibpatel,damananddiu,9,elected,2014-05-18T00:00:00Z,inoffice,second,homeaffairs,damananddiu,damananddiu,bharatiyajanataparty,male,matric,shreesomnathkolvanimandalhighschooldabholdaman,62,5,0,21,0.76,57.5,1.8,231,0.8,5,0,21,0.76,Lalubhai Babubhai Patel
13,prahladsinghpatel,damoh,12,elected,2014-05-18T00:00:00Z,inoffice,fourth,ruraldevelopment,madhyapradesh,damoh,bharatiyajanataparty,male,postgraduate,bscllbmaphilosophy;educatedatadarshvigyanmahavidyalayaandutdranidurgawatiuniversityjabalpurmadhyapradesh,57,141,6,356,0.97,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Prahlad Singh Patel
13,kirtiazad,darbhanga,11,elected,2014-05-18T00:00:00Z,inoffice,third,ruraldevelopment,bihar,darbhanga,bharatiyajanataparty,male,graduate,bahonshistory;educatedatststephen'scollegeuniversityofdelhidelhi,59,25,4,369,0.96,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Kirti (Jha) Azad
13,harishmeena,dausa,13,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,rajasthan,dausa,bharatiyajanataparty,male,graduate,graduate,63,73,1,248,0.98,57.5,1.8,231,0.8,124,3.6,315,0.87,Harish Chandra Meena
13,gmsiddeshwara,davanagere,4,elected,2014-05-18T00:00:00Z,inoffice,third,railways,karnataka,davanagere,bharatiyajanataparty,male,matric,educatedatbheemeshwararuraleducationalsocietybheemasamudrakarnataka,65,2,0,137,0.6,22.3,0.7,94,0.8,13.5,0.2,111,0.81,Gowdar Mallikarjunappa Siddeswara
13,kalrajmishra,deoria,13,elected,2014-05-18T00:00:00Z,inoffice,first,defence,uttarpradesh,deoria,bharatiyajanataparty,male,postgraduate,maeducatedatkashividyapithvaranasi,76,0,0,0,1,3.3,0.2,15,0.8,5.4,0.2,11,0.88,Kalraj Mishra
13,manoharuntwal,dewas,11,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,madhyapradesh,dewas,bharatiyajanataparty,male,inter/highersecondary,informationnotavailable,68,1,0,33,0.55,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Manohar Untwal
13,pashupatinathsingh,dhanbad,13,elected,2014-05-18T00:00:00Z,inoffice,second,coal&steel,jharkhand,dhanbad,bharatiyajanataparty,male,graduate,bsc,68,40,0,158,0.91,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Pashupati Nath Singh
13,savitrithakur,dhar,10,elected,2014-05-18T00:00:00Z,inoffice,first,industry,madhyapradesh,dhar,bharatiyajanataparty,female,matric,matric,39,12,0,45,0.92,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Savitri Thakur
13,anbumaniramadoss,dharmapuri,9,elected,2014-05-18T00:00:00Z,inoffice,first,ruraldevelopment,tamilnadu,dharmapuri,pattalimakkalkatchi,male,professionalgraduate,mbbseducatedatmadrasmedicalcollegechennaitamilnadu,49,11,0,43,0.48,57.5,1.8,231,0.8,39.4,0,340,0.78,Anbumani Ramadoss
13,pralhadjoshi,dharwad,9,elected,2014-05-18T00:00:00Z,inoffice,third,petroleum&naturalgasandpersonnelpublicgrievanceslawandjustice,karnataka,dharwad,bharatiyajanataparty,male,graduate,ba;educatedatksartscollegehubli,55,77,5,377,0.89,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Pralhad Venkatesh Joshi
13,rekhaverma,dhaurahra,13,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,uttarpradesh,dhaurahra,bharatiyajanataparty,female,inter/highersecondary,intermediate,44,47,0,141,0.85,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Rekha Verma
13,tathagatasatpathy,dhenkanal,13,elected,2014-05-18T00:00:00Z,inoffice,fourth,coal&steel,odisha,dhenkanal,bijujanatadal,male,graduate,ba;educatedatsriaurobindointernationalcentreofeducationpondicherry,61,76,1,38,0.92,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Tathagata Satpathy
13,badruddinajmal,dhubri,4,elected,2014-05-18T00:00:00Z,inoffice,second,science&technologyenvironment&forests,assam,dhubri,allindiauniteddemocraticfront,male,postgraduate,fazil-e-deobandmastersinislamictheologyandarabic;educatedatdarululoomdeobanduttarpradesh,68,61,0,329,0.62,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Badruddin Ajmal
13,abhishekbanerjee,diamondharbour,5,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,westbengal,diamondharbour,allindiatrinamoolcongress,male,postgraduate,postgraduate,30,3,0,45,0.33,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Abhishek Banerjee
13,rameshwarteli,dibrugarh,11,elected,2014-05-18T00:00:00Z,inoffice,first,industry,assam,dibrugarh,bharatiyajanataparty,male,inter/highersecondary,highersecondary,47,67,0,76,0.93,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Rameswar Teli
13,mudhayakumar,dindigul,10,elected,2014-05-18T00:00:00Z,inoffice,first,personnelpublicgrievanceslawandjustice,tamilnadu,dindigul,allindiaannadravidamunnetrakazhagam,male,postgraduate,mabl,49,47,0,388,0.82,57.5,1.8,231,0.8,39.4,0,340,0.78,M. Udhaya Kumar
13,harishchandradeoramchavan,dindori,7,elected,2014-05-18T00:00:00Z,inoffice,third,ruraldevelopment,maharashtra,dindori,bharatiyajanataparty,male,graduate,bawithenglishspecial;educatedatkgjoshicollegethanemaharashtra,66,27,0,528,0.86,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Harishchandra Deoram Chavan
13,jagdambikapal,domariyaganj,12,elected,2014-05-18T00:00:00Z,inoffice,second,energy,uttarpradesh,domariyaganj,bharatiyajanataparty,male,postgraduate,mapolsciencemodernhistory&ancienthistory&llb;educatedatawadhuniversityllbgorakhpuruniversity,67,180,14,305,0.95,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Jagdambika Pal
13,saugataroy,dumdum,12,elected,2014-05-18T00:00:00Z,inoffice,third,finance,westbengal,dumdum,allindiatrinamoolcongress,male,postgraduate,mscllb;jogeshchandralawcollegekolkata-33,70,194,5,468,0.89,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Saugata Roy
13,shibusoren,dumka,5,elected,2014-05-18T00:00:00Z,inoffice,eighth,foodconsumeraffairs&publicdistribution,jharkhand,dumka,jharkhandmuktimorcha,male,matric,educatedatgolahighschoolhazaribaghjharkhand,74,0,0,0,0.34,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Shibu Soren
13,tamradhwajsahu,durg,7,elected,2014-05-18T00:00:00Z,inoffice,first,coal&steel,chhattisgarh,durg,indiannationalcongress,male,inter/highersecondary,highersecondary,68,30,1,131,0.81,57.5,1.8,231,0.8,22.8,0.1,171,0.85,Tamradhwaj Sahu
13,maheishgirri,eastdelhi,12,elected,2014-05-18T00:00:00Z,inoffice,first,urbandevelopment,delhi,eastdelhi,bharatiyajanataparty,male,matric,10thpass,44,40,18,385,0.94,57.5,1.8,231,0.8,53.8,9.5,245,0.93,Maheish Girri
13,venakateswararaomagannti,eluru,12,elected,2014-05-18T00:00:00Z,inoffice,second,externalaffairs,andhrapradesh,eluru,telugudesamparty,male,graduate,ba,58,0,0,41,0.8,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Maganti Venkateswara Rao (Babu)
13,kvthomas,ernakulam,10,elected,2014-05-18T00:00:00Z,inoffice,fifth,urbandevelopment,kerala,ernakulam,indiannationalcongress,male,postgraduate,mscchemistry;educatedatscaredheartcollegecochinkerala,71,36,0,223,0.76,57.5,1.8,231,0.8,117.7,3.4,348,0.78,K.V. Thomas
13,sselvakumarachinnayan,erode,8,elected,2014-05-18T00:00:00Z,inoffice,first,homeaffairs,tamilnadu,erode,allindiaannadravidamunnetrakazhagam,male,postgraduate,bscmabl,59,23,0,92,0.75,57.5,1.8,231,0.8,39.4,0,340,0.78,S. Selvakumara Chinnayan
13,rajveersingh,etah,10,elected,2014-05-18T00:00:00Z,inoffice,first,industry,uttarpradesh,etah,bharatiyajanataparty,male,professionalgraduate,ballb,58,14,0,20,0.82,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Rajveer Singh (Raju Bhaiya)
13,ashokkumardohrey,etawah,10,elected,2014-05-18T00:00:00Z,inoffice,first,labour,uttarpradesh,etawah,bharatiyajanataparty,male,graduate,ba,47,3,0,0,0.8,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Ashok Kumar Doharey
13,lallusingh,faizabad,13,elected,2014-05-18T00:00:00Z,inoffice,first,waterresources,uttarpradesh,faizabad,bharatiyajanataparty,male,professionalgraduate,llb,63,21,0,217,0.92,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Lallu Singh
13,sadhusingh,faridkot,10,elected,2014-05-18T00:00:00Z,inoffice,first,socialjustice&empowerment,punjab,faridkot,aamaadmiparty,male,postgraduate,maenglish,76,5,0,38,0.54,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Sadhu Singh
13,mukeshrajput,farrukhabad,12,elected,2014-05-18T00:00:00Z,inoffice,first,agriculture,uttarpradesh,farrukhabad,bharatiyajanataparty,male,graduate,bsc,49,40,0,26,0.91,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Mukesh Rajput
13,harindersinghkhalsa,fatehgarhsahib,12,elected,2014-05-18T00:00:00Z,inoffice,second,informationtechnology,punjab,fatehgarhsahib,aamaadmiparty,male,postgraduate,maeng,70,1,0,43,0.78,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Harinder Singh Khalsa
13,babulalchaudhary,fatehpursikri,13,elected,2014-05-18T00:00:00Z,inoffice,first,foodconsumeraffairs&publicdistribution,uttarpradesh,fatehpursikri,bharatiyajanataparty,male,inter/highersecondary,intermediate,69,13,0,25,0.95,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Babulal Chaudhary
13,shersinghghubaya,ferozpur,11,elected,2014-05-18T00:00:00Z,inoffice,second,defenceandsocialjustice&empowerment,punjab,ferozpur,shiromaniakalidal,male,matric,NA,55,42,0,140,0.67,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Sher Singh Ghubaya
13,akshayyadav,firozabad,11,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,uttarpradesh,firozabad,samajwadiparty,male,professionalgraduate,bba,31,10,0,1,0.74,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Akshay Yadav
13,ashokmahadeoraonete,gadchiroli-chimur,12,elected,2014-05-18T00:00:00Z,inoffice,first,petroleum&naturalgas,maharashtra,gadchiroli-chimur,bharatiyajanataparty,male,graduate,ba,49,29,4,437,0.74,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Ashok Mahadeorao Nete
13,lkadvani,gandhinagar,12,elected,2014-05-18T00:00:00Z,inoffice,seventh,informationtechnology,gujarat,gandhinagar,bharatiyajanataparty,male,professionalgraduate,lawgraduate;educatedatstpatrickshighschoolkarachidgnationalcollegehyderabadsindhnowinpakistanandgovernmentlawcollegemumbaimaharashtra,90,1,0,0,0.92,57.5,1.8,231,0.8,36.2,2,219,0.84,Lal Krishna Advani
13,nihalchandchauhan,ganganagar,12,elected,2014-05-18T00:00:00Z,inoffice,third,humanresourcedevelopment,rajasthan,ganganagar,bharatiyajanataparty,male,graduate,"ba
educatedatraisinghnagarajmeruniversity",47,20,0,86,0.94,22.3,0.7,94,0.8,36.9,1.2,109,0.87,Nihalchand
13,majgenretdbckhanduriavsm,garhwal,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,bijoyachakraborty,gauhati,10,elected,2014-05-18T00:00:00Z,inoffice,third,commerce,assam,gauhati,bharatiyajanataparty,female,postgraduate,maenglish;educatedatguwahatiuniversityguwahatiassamandbanarashinduuniversityvaranasiuttarpradesh,78,31,0,38,0.72,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Bijoya Chakravarty
13,harimanjhi,gaya,13,elected,2014-05-18T00:00:00Z,inoffice,second,labour,bihar,gaya,bharatiyajanataparty,male,undermatric,undermatriculate,55,16,0,195,0.98,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Hari Manjhi
13,deepakdevadhikari,ghatal,2,elected,2014-05-18T00:00:00Z,inoffice,first,defence,westbengal,ghatal,allindiatrinamoolcongress,male,graduate,computerengineer,35,2,0,0,0.09,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Adhikari Deepak (Dev)
13,harinarayanrajbhar,ghosi,13,elected,2014-05-18T00:00:00Z,inoffice,first,science&technologyenvironment&forests,uttarpradesh,ghosi,bharatiyajanataparty,male,undermatric,informationnotavailable,77,29,1,129,0.96,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Harinarayan Rajbhar
13,ravindrakumarpandey,giridih,13,elected,2014-05-18T00:00:00Z,inoffice,fifth,energy,jharkhand,giridih,bharatiyajanataparty,male,graduate,ba;educatedatkvcollegeranchiuniversitykatharabihar,59,137,0,371,0.89,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Ravindra Kumar Pandey
13,nishikantdubey,godda,12,elected,2014-05-18T00:00:00Z,inoffice,second,finance,jharkhand,godda,bharatiyajanataparty,male,professionalpostgraduate,bahmba;educatedatmarwaricollegebhagalpurbiharandfmsdelhiuniversitydelhi,49,275,36,541,0.97,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Nishikant Dubey
13,kirtivardhansingh,gonda,11,elected,2014-05-18T00:00:00Z,inoffice,third,chemicals&fertilizersandscience&technologyenvironment&forests,uttarpradesh,gonda,bharatiyajanataparty,male,postgraduate,"mscgeology
educatedatlucknowuniversitylucknowuttarpradesh",51,10,0,97,0.78,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Kirti Vardhan Singh
13,janakram,gopalganj,13,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,bihar,gopalganj,bharatiyajanataparty,male,postgraduate,ma,44,18,0,113,0.97,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Janak Ram
13,mallikarjunkharge,gulbarga,12,elected,2014-05-18T00:00:00Z,inoffice,second,homeaffairs,karnataka,gulbarga,indiannationalcongress,male,professionalgraduate,ballb;educatedatkarnatakauniversitykarnataka,75,132,0,258,0.91,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Mallikarjun Kharge
13,jyotiradityamadhavraoscindia,guna,8,elected,2014-05-18T00:00:00Z,inoffice,fourth,finance,madhyapradesh,guna,indiannationalcongress,male,postgraduate,mamba;educatedatdoonschooldehradunharvarduniversityusaandstanforduniversitycaliforniausa,47,46,1,694,0.78,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Jyotiraditya Madhavrao Scindia
13,jayadevgalla,guntur,9,elected,2014-05-18T00:00:00Z,inoffice,first,defence,andhrapradesh,guntur,telugudesamparty,male,graduate,graduate,51,104,6,410,0.83,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Jayadev Galla
13,sunilkumarjakhar,gurdaspur,13,elected,2017-12-15T00:00:00Z,inoffice,first,no,punjab,gurdaspur,indiannationalcongress,male,postgraduate,mbafromkurukshetrauniversity,64,1,0,3,0.95,3.3,0.2,15,0.8,2.4,0,10,0.7,Sunil Kumar Jakhar
13,anuragsinghthakur,hamirpur,11,elected,2014-05-18T00:00:00Z,inoffice,third,informationtechnology,himachalpradesh,hamirpur,bharatiyajanataparty,male,graduate,ba;educatedatdoabacollegejalandharpunjab,43,60,3,382,0.91,57.5,1.8,231,0.8,32.8,0.8,154,0.9,Anurag Singh Thakur
13,pushpendrasinghchandel,hamirpur,13,elected,2014-05-18T00:00:00Z,inoffice,first,finance,uttarpradesh,hamirpur,bharatiyajanataparty,male,postgraduate,mallb,44,1563,15,336,0.97,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Pushpendra Singh Chandel
13,anshulverma,hardoi,13,elected,2014-05-18T00:00:00Z,inoffice,first,personnelpublicgrievanceslawandjustice,uttarpradesh,hardoi,bharatiyajanataparty,male,postgraduate,mallb,43,24,0,81,0.92,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Anshul Verma
